UNITID,OPEID,OPEID6,college_name,city,state,ZIP,type,ST_FIPS,region,LATITUDE,LONGITUDE,admission_rate,SAT_AVG,undergrad_enrollment,percentage_white,percentage_black,percentage_hispanic,percentage_asian,percentage_american_indian,percentage_hawaiian_pacific_islander,percentage_non_resident_alien,avg_income_from_mid_income_bracket,avg_income_from_high_income_bracket,earning_above_threshold,avg_net_price,median_earnings,avg_income_from_low_income_bracket,first_bracket_net_price,second_bracket_net_price(public,third_bracket_net_price,fourth_bracket_net_price,fifth_bracket_net_price,attendance_cost,instate_tuition,outofstate_tuition,pell_recipients,fed_loan_recipients,compeletion_rate,completion_rate_white,completion_rate_black,completion_rate_hispanic,completion_rate_asian,completion_rate_american_indian,debt_graduated,debt_withdrew,debt_low_income,debt_mid_income,debt_high_income,debt_pell,debt_nopell,population_debt_low_income,population_debt_middle_income,population_debt_high_income,population_debt_pell,population_repayment_cohort,population_recieving_loan,population_recieving_pell,RET_FT4,RET_FTL4
178004,666600,6666,Lutheran School of Nursing,Saint Louis,MO,63118-3909,3,29,4,38.590633,-90.226027,1,NULL,219,0.7078,0.1963,0.0274,0.0228,0,0,0.0091,PrivacySuppressed,PrivacySuppressed,0.594,24585,45400,PrivacySuppressed,24585,NULL,NULL,NULL,NULL,27980,10585,10585,0.5742,0.8038,0.4,NULL,NULL,NULL,NULL,19262,5840.5,17625,13481,12000,15250,12537,127,40,38,135,143,0.893491124,0.650887574,NULL,0,
178059,248200,2482,Maryville University of Saint Louis,Saint Louis,MO,63141-7299,2,29,4,38.645474,-90.505096,0.7205,1137,2736,0.7537,0.0797,0.0311,0.0194,0.0033,0.0018,0.0318,48900,55100,0.774,23025,45700,41300,22160,NULL,NULL,NULL,NULL,39236,25884,25884,0.3227,0.6568,0.666693137,0.6855,0.3333,0.5,0.7,NULL,24000,12000,19500,18750,18500,20189,16000,523,445,571,794,1473,0.913590604,0.468120805,0.8648,NULL
178077,2520800,25208,Merrell University of Beauty Arts and Science,Jefferson City,MO,65109,3,29,4,38.571277,-92.198331,NULL,NULL,105,0.8286,0.1143,0.0381,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.823,14730,23000,PrivacySuppressed,14730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6115,0.5605,0.705425581,NULL,NULL,NULL,NULL,9604,4750,9500,PrivacySuppressed,PrivacySuppressed,9500,9552,87,37,14,112,180,PrivacySuppressed,0.814814815,NULL,0.7222,
178110,2180200,21802,Metro Business College-Cape Girardeau,Cape Girardeau,MO,63701,3,29,4,37.327199,-89.565222,NULL,NULL,118,0.8729,0.1017,0.0169,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.465,11654,20100,19200,10842,NULL,NULL,NULL,NULL,16789,10325,10325,0.8467,0.8467,0.642867143,NULL,NULL,NULL,NULL,12873.5,5816,9500,8360,5500,9500,6967,515,95,24,579,885,0.911591356,0.888015717,NULL,0.6522,
178183,2121100,21211,Midwest Institute,Fenton,MO,63026,3,29,4,38.541682,-90.462402,NULL,NULL,225,0.7333,0.2622,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.319,19098,21000,19800,19098,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.383,0.461,0.80294,NULL,NULL,NULL,NULL,9500,6000,9500,9500,9500,9500,9500,173,63,30,192,441,0.926829268,0.740853659,NULL,0.8571,
178208,248500,2485,Midwestern Baptist Theological Seminary,Kansas City,MO,64118-4697,2,29,4,39.185691,-94.573185,0.7636,970,346,0.8035,0.0983,0.0289,0.0347,0.0029,0,0.0029,PrivacySuppressed,PrivacySuppressed,0.403,15338,PrivacySuppressed,PrivacySuppressed,12568,NULL,NULL,NULL,NULL,19733,5760,5760,0.4368,0.4023,0.21209697,0.4444,NULL,0,NULL,NULL,19000,5500,9250,5500,6500,8210,6475,53,41,20,85,76,0.741007194,0.755395684,0.8125,NULL
178217,248600,2486,Mineral Area College,Park Hills,MO,63601-1000,1,29,4,37.845614,-90.482675,NULL,NULL,3778,0.9029,0.0304,0.0095,0.0032,0.0056,0.0005,0.0011,31500,33400,PrivacySuppressed,8801,26100,25800,8185,8707,10114,11019,11312,13289,3110,5240,0.4097,0.1941,0.266498632,NULL,NULL,NULL,NULL,8443.5,6000,7500,6500,5500,7500,5500,816,331,148,1070,1097,0.344135803,0.901234568,NULL,0.6743,
178244,754000,7540,Missouri Baptist University,Saint Louis,MO,63141-8698,2,29,4,38.642017,-90.462606,0.6023,984,1706,0.7362,0.1202,0.0352,0.0106,0.0035,0,0.0164,37000,39700,0.527,17249,33100,30800,15670,NULL,NULL,NULL,NULL,32293,22760,22760,0.205,0.3375,0.441493883,0.4805,0.25,0.2727,0,0,21250,10500,15250,17500,14000,18750,12129.5,503,443,425,875,1017,0.907321594,0.642261353,0.6326,NULL
178262,2295700,22957,National Academy of Beauty Arts-Farmington,Farmington,MO,63640,3,29,4,37.787881,-90.434241,NULL,NULL,47,0.8085,0.1277,0,0.0213,0.0426,0,0,PrivacySuppressed,PrivacySuppressed,0.703,9190,PrivacySuppressed,PrivacySuppressed,9109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5952,0.9429,0.563844681,NULL,NULL,NULL,NULL,12400,3962,6376,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,93,36,14,127,224,0.771653543,PrivacySuppressed,NULL,0.6486,
178305,979500,9795,Missouri College,Brentwood,MO,63144,3,29,4,38.626527,-90.336949,NULL,NULL,584,0.3836,0.4144,0.0068,0.0086,0.0051,0.0051,0,29200,30900,PrivacySuppressed,18732,21600,21200,18076,NULL,NULL,NULL,NULL,23556,14702,14702,0.6148,0.7016,0.647704878,0.8364,0.5921,0.75,0.75,NULL,9500,4723,9418,9500,8873.5,9419,7928,653,115,70,702,1917,0.872291904,0.831242873,NULL,NULL
178314,2154900,21549,Missouri School of Barbering & Hairstyling-St. Louis,Florissant,MO,63031-4701,3,29,4,38.798449,-90.324023,NULL,NULL,19,0.3684,0.6316,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.417,9396,PrivacySuppressed,PrivacySuppressed,8676,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7297,0.6757,0.898544928,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,23,13,PrivacySuppressed,0.53125,NULL,0.7143,
178341,248800,2488,Missouri Southern State University,Joplin,MO,64801-1595,1,29,4,37.095722,-94.460893,0.96,990,5076,0.7794,0.0662,0.0384,0.0215,0.0309,0.0002,0.0242,37600,42000,PrivacySuppressed,8314,33000,32500,7161,7811,8956,10530,11092,13542,5416,10450,0.5604,0.6277,0.369095713,0.3768,0.2703,0.2857,0.4444,0.4,21000,7500,10272,11000,10395,11530,8060,1654,1011,587,2488,2814,0.774454609,0.752287122,0.6536,NULL
178350,2304000,23040,Missouri Tech,Saint Charles,MO,63303-3887,3,29,4,38.768141,-90.522986,1,NULL,105,0.9429,0.0476,0.0095,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.68,23900,32700,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,23900,15530,15530,0.25,0.6204,0.7059,0.75,NULL,NULL,NULL,NULL,PrivacySuppressed,25275,20000,29500,27552,20000,29500,57,30,20,58,102,PrivacySuppressed,0.625,1,NULL
178369,248900,2489,Missouri Valley College,Marshall,MO,65340,2,29,4,39.108655,-93.190236,0.4378,NULL,1383,0.5589,0.1822,0.0499,0.008,0.0065,0.0116,0.154,35700,44400,0.725,16016,34700,30600,14797,NULL,NULL,NULL,NULL,29173,18400,18400,0.4632,0.6473,0.265341136,0.264,0.2471,0.4074,0,0,26562.5,8545,10875,10000,11000,12000,9500,444,342,295,769,1034,0.919287212,0.682389937,0.5152,NULL
178387,249000,2490,Missouri Western State University,Saint Joseph,MO,64507,1,29,4,39.7575,-94.785643,NULL,NULL,4783,0.7706,0.1215,0.0121,0.0128,0.0056,0.0023,0.0098,37000,39800,0.685,10367,32600,31600,8780,8814,11396,13016,13455,15805,6790,12420,0.4297,0.5185,0.349036066,0.389,0.1491,0.375,0.2,0.3333,22250,7500,10648,11030,11595,11500,9500,1358,921,722,2148,2921,0.776179057,0.723421263,0.6406,NULL
178396,251600,2516,University of Missouri-Columbia,Columbia,MO,65211,1,29,4,38.941015,-92.326429,0.7767,1166,27276,0.7923,0.0825,0.0349,0.0229,0.0017,0.0005,0.0322,51700,54800,0.67,17238,46000,58700,13035,13858,15936,19056,21119,22943,9433,24460,0.2138,0.4735,0.697758075,0.7097,0.5731,0.625,0.7402,0.6829,21647,9500,15937.5,17601,17500,19328,15000,2208,2669,5284,4432,7571,0.904976865,0.416431554,0.8619,NULL
178402,251800,2518,University of Missouri-Kansas City,Kansas City,MO,64110,1,29,4,39.035366,-94.578039,0.6426,1129,8127,0.5735,0.1561,0.0748,0.0666,0.003,0.0011,0.0425,55400,58900,0.835,18802,43700,49400,16488,16910,19857,21268,21834,24436,7774,18222,0.3212,0.4844,0.517731161,0.5789,0.2484,0.3077,0.7708,0.3333,20605,10250,16294,16252,13255.5,18000,12500,2287,1396,1492,3126,4336,0.844149208,0.605263158,0.7302,NULL
178411,251700,2517,Missouri University of Science and Technology,Rolla,MO,65409,1,29,4,37.955853,-91.7759,0.8585,1283,6418,0.7773,0.0368,0.0282,0.0276,0.0037,0.0014,0.0664,66200,65700,0.774,14874,64100,60200,10832,12001,14783,17529,17454,21798,8961,23771,0.2558,0.5193,0.629482863,0.6422,0.4902,0.5,0.5714,0.4286,25000,10500,19072.5,21500,18556,23500,15796,506,612,1047,1097,1885,0.891069676,0.450932287,0.8568,NULL
178420,251900,2519,University of Missouri-St Louis,Saint Louis,MO,63121-4400,1,29,4,38.711297,-90.308886,0.7578,1105,8936,0.622,0.1932,0.0254,0.0485,0.0043,0.0018,0.0311,45300,48900,0.866,12318,40000,40900,9704,10336,13681,15634,17258,22165,8844,23142,0.2927,0.4073,0.437158954,0.4624,0.2381,0.6667,0.3,0,21113.5,12139,18288,16750,14000,18909.5,13000,3025,1492,1389,3936,5278,0.848434138,0.654315085,0.7866,NULL
178448,249100,2491,Moberly Area Community College,Moberly,MO,65270-1304,1,29,4,39.418607,-92.455064,NULL,NULL,4167,0.8023,0.0922,0.0307,0.0144,0.0031,0.0007,0.0058,34200,33700,0.769,7661,27800,28000,7120,7321,8597,10535,11264,11979,2970,5820,0.589,0.3116,0.208793773,NULL,NULL,NULL,NULL,9625,5500,7388,5750,5500,7000,5500,1293,587,368,1693,2049,0.382548309,0.869263285,NULL,0.5608,
178466,826900,8269,Hillyard Technical Center,Saint Joseph,MO,64506-5102,1,29,4,39.768022,-94.808721,NULL,NULL,146,0.9315,0.0342,0.0205,0.0068,0,0,0,PrivacySuppressed,PrivacySuppressed,0.573,15155,37700,PrivacySuppressed,13209,NULL,16222,NULL,19927,NULL,NULL,NULL,0.5256,0.5962,0.9123,NULL,NULL,NULL,NULL,9500,PrivacySuppressed,9500,5825,9500,9500,9500,45,34,29,67,23,0.732919255,0.720496894,NULL,0.9,
178484,952000,9520,National Academy of Beauty Arts-St Louis,Saint Louis,MO,63128-0000,3,29,4,38.523473,-90.362748,NULL,NULL,115,0.7043,0.2348,0.0261,0.0261,0.0087,0,0,19700,23600,0.704,11055,18000,19100,10713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.605,0.9475,0.626854229,NULL,NULL,NULL,NULL,9844,2750,6515,9500,9108.5,7589,6515,231,65,40,281,387,0.817843866,0.810408922,NULL,0.8082,
178518,249400,2494,Nazarene Theological Seminary,Kansas City,MO,64131-1246,2,29,4,39.01078,-94.566459,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.324,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,NULL,NULL
178527,2608000,26080,Neosho Beauty College,Neosho,MO,64850,3,29,4,36.869945,-94.3682,NULL,NULL,38,0.8947,0,0.1053,0,0,0,0,PrivacySuppressed,PrivacySuppressed,NULL,8138,11200,PrivacySuppressed,7769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7759,0.7586,0.6061,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,27,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,71,PrivacySuppressed,PrivacySuppressed,NULL,0.95,
178615,249500,2495,Truman State University,Kirksville,MO,63501-4221,1,29,4,40.188238,-92.580531,0.7448,1226,5394,0.8074,0.0367,0.0267,0.0206,0.0013,0.0009,0.0651,44200,49100,0.154,12148,43000,47200,7798,8966,11829,13931,15345,19368,7374,13438,0.2013,0.4266,0.711241667,0.7151,0.6418,0.5641,0.8571,0.6154,22250,9000,16696,17300,17500,19550,15750,283,517,1078,762,1580,0.878449795,0.43159131,0.88,NULL
178624,249600,2496,Northwest Missouri State University,Maryville,MO,64468-6001,1,29,4,40.352706,-94.884341,0.7658,1051,5222,0.811,0.0676,0.0316,0.0061,0.0027,0.0013,0.0349,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,10570,PrivacySuppressed,PrivacySuppressed,6839,8338,11342,13756,14391,17376,6525,11526,0.3537,0.6047,0.500349109,0.5175,0.2727,0.5238,0.5,0.1667,25375,8535,12558,15750,15000,16136,13479,768,1004,1179,1642,2766,0.864282812,0.555871597,0.7125,NULL
178679,2202700,22027,Ozark Christian College,Joplin,MO,64801,2,29,4,37.105242,-94.510906,NULL,NULL,726,0.8788,0.0138,0.0372,0.0041,0.0069,0.0014,0.0165,40500,44300,0.797,13472,38000,38800,10845,NULL,NULL,NULL,NULL,19321,11360,11360,0.4487,0.4221,0.47525019,0.4715,0,0.3333,1,0.6667,17500,5500,8250,10750,9250,11000,8000,103,153,115,244,317,0.794285714,0.588571429,0.7937,NULL
178697,250000,2500,College of the Ozarks,Point Lookout,MO,65726-0017,2,29,4,36.616019,-93.238174,0.0831,1074,1433,0.9204,0.0112,0.0195,0.0049,0.0049,0,0.0202,35300,PrivacySuppressed,0.763,10720,32500,PrivacySuppressed,10296,NULL,NULL,NULL,NULL,26900,18530,18530,0.6368,0,0.639644865,0.6423,0.4,0.25,0,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,0.8789,NULL
178721,249800,2498,Park University,Parkville,MO,64152-3795,2,29,4,39.189477,-94.677086,0.6663,NULL,9750,0.6031,0.1917,0.1309,0.0215,0.0073,0.0043,0.0111,48700,57700,0.687,9723,44300,44700,8732,NULL,NULL,NULL,NULL,19322,11170,11170,0.3334,0.465,0.42382,0.4308,0.25,0.75,0,0.4,20500,7782,10803.5,12451,13712,12500,11000,2352,1764,854,3517,4073,0.638187397,0.784517347,0.75,NULL
178767,855200,8552,Stevens-The Institute of Business & Arts,Saint Louis,MO,63103,3,29,4,38.63292,-90.201111,1,NULL,143,0.3217,0.6573,0.014,0.007,0,0,0,PrivacySuppressed,PrivacySuppressed,0.787,19970,26300,23200,18559,NULL,NULL,NULL,NULL,24204,17640,17640,0.7412,0.9647,0.614035088,0.8,0.6667,NULL,NULL,NULL,32620,13757,22212,PrivacySuppressed,PrivacySuppressed,22612,23729,116,23,13,130,172,PrivacySuppressed,0.8125,NULL,NULL
178828,543000,5430,Poplar Bluff Technical Career Center,Poplar Bluff,MO,63901-8960,1,29,4,36.7555,-90.3945,NULL,NULL,47,0.9362,0.0426,0.0213,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.536,17620,27700,PrivacySuppressed,16747,16126,21183,22952,NULL,NULL,NULL,NULL,0.7463,0.5672,0.880280282,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,8000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,47,PrivacySuppressed,PrivacySuppressed,62,50,0.774193548,0.892473118,NULL,0.9474,
178891,1250000,12500,Ranken Technical College,Saint Louis,MO,63113-2811,2,29,4,38.652886,-90.249045,NULL,NULL,1851,0.7099,0.2258,0.0205,0.0049,0.0043,0.0027,0,46900,54200,0.566,17399,46200,42900,15618,NULL,NULL,NULL,NULL,22451,14457,14457,0.4897,0.7158,0.793876025,0.8585,0.5238,1,0.3333,0.75,13970,8800,12550,12000,12000,12500,12000,1007,477,437,1260,1683,0.890962099,0.668221574,0.675,NULL
178989,639200,6392,Research College of Nursing,Kansas City,MO,64132-1199,3,29,4,39.008747,-94.558087,NULL,NULL,281,0.7189,0.0249,0.0498,0.0214,0,0,0,PrivacySuppressed,PrivacySuppressed,0.787,NULL,55500,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1836,0.457,NULL,NULL,NULL,NULL,NULL,NULL,15000,6250,15264,15000,14420,15000,15000,82,57,57,49,160,PrivacySuppressed,0.23255814,NULL,NULL
179043,249900,2499,Rockhurst University,Kansas City,MO,64110-2561,2,29,4,39.030843,-94.571249,0.7694,1164,1671,0.7439,0.0437,0.058,0.0287,0.0024,0.0018,0.0144,46100,54200,0.882,19560,45600,47100,17125,NULL,NULL,NULL,NULL,43750,32865,32865,0.1615,0.4409,0.692396276,0.7074,0.3529,0.8462,0.6364,1,19950,9500,12500,15850,15000,21500,12500,211,207,415,312,852,0.954308094,0.310704961,0.8924,NULL
179052,542900,5429,Rolla Technical Institute/Center,Rolla,MO,65401,1,29,4,37.94702,-91.749081,0.6533,NULL,145,0.9103,0.0276,0.0207,0,0.0138,0,0,PrivacySuppressed,PrivacySuppressed,0.803,11310,25000,26200,10560,11585,10235,12460,NULL,NULL,NULL,NULL,0.4242,0.4632,0.778431737,NULL,NULL,NULL,NULL,10000,5500,9500,9500,8070,9500,8070,92,50,26,128,157,0.817142857,0.811428571,NULL,0.8667,
179070,2250600,22506,Everest College-Springfield,Springfield,MO,65807,3,29,4,37.18165,-93.304743,NULL,NULL,232,0.8534,0.0517,0.0216,0.0043,0.0086,0.0043,0,30000,41500,0.498,20865,24000,25000,20306,NULL,NULL,NULL,NULL,26013,13500,13500,0.8218,0.7129,0.397146099,0.4444,0.1333,0.5,0.5,0.5714,23534,10714,11833,16645.5,16908,14171,10500,1187,356,131,1420,1847,0.793155894,0.814448669,NULL,NULL
179159,250600,2506,Saint Louis University,Saint Louis,MO,63103-2097,2,29,4,38.636516,-90.23343,0.6108,1239,7822,0.6652,0.0697,0.0404,0.0828,0.0006,0,0.0672,57500,61800,0.479,30543,53800,59800,25531,NULL,NULL,NULL,NULL,52310,37966,37966,0.1319,0.3357,0.70643609,0.7566,0.4632,0.7143,0.7519,1,25500,10500,21019,23000,20936,25000,19500,860,926,1712,1517,2910,0.931125329,0.386149793,0.8761,NULL
179195,2214500,22145,Salem College of Hairstyling,Rolla,MO,65401,3,29,4,37.94439,-91.78492,NULL,NULL,48,0.9792,0,0.0208,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.864,4494,PrivacySuppressed,PrivacySuppressed,4494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7059,0,0.655193103,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,NULL,1,
179201,2205200,22052,Sanford-Brown College-Fenton,Fenton,MO,63026-3400,3,29,4,38.524676,-90.476278,NULL,NULL,15,0.4,0.1333,0,0,0,0,0,35700,38700,PrivacySuppressed,NULL,27400,25700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5926,0.7037,0.498962725,0.5281,0.2222,0.75,NULL,0,19785.5,6625,17375,17147,10625,18250,9347.5,173,44,26,199,3339,PrivacySuppressed,PrivacySuppressed,NULL,NULL
179229,2309100,23091,American College of Hair Design Inc,Sedalia,MO,65301,3,29,4,38.699237,-93.253073,NULL,NULL,29,0.7931,0.1034,0.069,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.54,11797,PrivacySuppressed,PrivacySuppressed,11797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7436,0.4359,0.59573617,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,49,0.717948718,PrivacySuppressed,NULL,0.5714,
179238,542600,5426,Sikeston Career and Technology Center,Sikeston,MO,63801-3347,1,29,4,36.875089,-89.569276,NULL,NULL,46,0.8478,0.1304,0.0217,0,0,0,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,12604,30400,PrivacySuppressed,12604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5571,0.5714,0.872312766,NULL,NULL,NULL,NULL,9500,PrivacySuppressed,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,49,PrivacySuppressed,PrivacySuppressed,52,49,0.875,0.8125,NULL,0.625,
179256,1258000,12580,Saint Louis Christian College,Florissant,MO,63033,2,29,4,38.775771,-90.294569,0.9333,990,166,0.6024,0.3253,0.0361,0,0.006,0,0,PrivacySuppressed,PrivacySuppressed,0.635,12434,29300,PrivacySuppressed,10643,NULL,NULL,NULL,NULL,16116,9145,9145,0.5633,0.7143,0.3472,0.4839,0.3333,0,NULL,NULL,27000,14705,14924.5,20375,19000,18750,16750,80,48,23,127,231,0.868686869,0.747474748,0.5263,NULL
179265,250400,2504,St Louis College of Pharmacy,Saint Louis,MO,63110-1088,2,29,4,38.637165,-90.260357,NULL,1188,693,0.5815,0.0519,0.0058,0.1991,0.0014,0.0029,0.0245,PrivacySuppressed,98200,0.62,NULL,115800,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,39799,26872,26872,NULL,NULL,0.661089121,0.6647,0.4,0.3333,0.7,NULL,19349.5,8125,13125,19330,17500,19446,15500,68,110,224,137,409,0.972972973,0.339066339,0.8821,NULL
179308,247100,2471,Saint Louis Community College,Saint Louis,MO,63102-2810,1,29,4,38.62273,-90.190701,NULL,NULL,19362,0.5309,0.3482,0.0287,0.0339,0.0032,0.0012,0.0118,35900,42700,0.937,7112,27600,28400,6575,7594,9056,10315,11045,11923,3030,6060,0.5058,0.1143,0.097381264,NULL,NULL,NULL,NULL,7500,3750,4500,4397,3500,5000,3500,2423,883,540,2791,3009,0.124988055,0.934543717,NULL,0.5655,
179326,250200,2502,Southwest Baptist University,Bolivar,MO,65613-2596,2,29,4,37.601603,-93.410451,0.6185,1070,2477,0.8321,0.0509,0.019,0.0077,0.0089,0.0008,0,37900,38900,0.556,16739,31900,31700,16941,NULL,NULL,NULL,NULL,29870,20840,20840,0.4139,0.5611,0.504672482,0.532,0.1429,0.1429,0.5,0.5,20990,9500,12900,17375,14000,15488,12125,665,535,355,1080,1426,0.811390533,0.684911243,0.6725,NULL
179344,3106000,31060,Missouri State University-West Plains,West Plains,MO,65775-2715,1,29,4,36.729574,-91.857838,NULL,NULL,1571,0.8504,0.0325,0.0255,0.0102,0.0108,0.0032,0,PrivacySuppressed,PrivacySuppressed,0.654,11962,25600,25100,11703,11939,13208,15077,NULL,16714,3720,7140,0.529,0.3081,0.239617324,NULL,NULL,NULL,NULL,8750,5801.5,6750,5500.5,5500,6750,5500,593,262,93,779,956,0.4,0.905511811,NULL,0.3977,
179450,978200,9782,Saint Luke's College of Health Sciences,Kansas City,MO,64111,2,29,4,39.05216,-94.594501,NULL,NULL,372,0.7554,0.0403,0.0538,0.0403,0.0027,0,0,PrivacySuppressed,PrivacySuppressed,0.515,NULL,59500,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3253,0.7173,NULL,NULL,NULL,NULL,NULL,NULL,24405,13219,25000,25000,15250,25000,19500,122,73,96,132,91,PrivacySuppressed,0.464435146,NULL,NULL
179511,2340500,23405,St Louis College of Health Careers-St Louis,Saint Louis,MO,63110,3,29,4,38.631599,-90.260564,NULL,NULL,305,0.0328,0.9213,0,0,0.0131,0,0,PrivacySuppressed,PrivacySuppressed,0.922,25021,23400,23400,25048,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6745,0.5327,0.761757271,NULL,NULL,NULL,NULL,9500,6496,9500,9620,13000,9500,12000,926,111,43,983,1003,0.914486922,0.897384306,NULL,0.641,
179539,808000,8080,State Fair Community College,Sedalia,MO,65301-2199,1,29,4,38.699145,-93.269608,NULL,NULL,4024,0.8549,0.0452,0.0239,0.0062,0.0077,0.0015,0,34200,37600,0.46,6662,28900,29400,6179,6329,7953,8387,8613,11015,2352,4752,0.55,0.3801,0.214035307,NULL,NULL,NULL,NULL,10663,5250,5795,6500,5500,6000,5500,1544,687,301,2068,2213,0.362473982,0.898305085,NULL,0.5903,
179548,251200,2512,Stephens College,Columbia,MO,65215,2,29,4,38.950631,-92.322997,0.536,1064,667,0.6852,0.1559,0.045,0.015,0.0045,0.0045,0.003,PrivacySuppressed,36300,0.592,23211,33300,PrivacySuppressed,21336,NULL,NULL,NULL,NULL,42776,28510,28510,0.456,0.762,0.5383,0.4783,0.7,0.4286,0.5,0.3333,27000,9500,15000,20500,16000,18990.5,15666.5,160,149,147,256,510,0.965197216,0.56612529,0.6131,NULL
179557,250100,2501,Southeast Missouri State University,Cape Girardeau,MO,63701,1,29,4,37.31575,-89.529119,0.8478,1050,9382,0.7839,0.1009,0.0178,0.011,0.0052,0.0003,0.0673,38300,43000,0.637,12050,35900,37500,9393,9780,12731,14955,15629,17405,7058,12450,0.3487,0.4826,0.500625828,0.5249,0.4812,0.44,0.45,0.2,22105,8508,12500,14025,14000,14321,12000,1786,1470,1546,2960,4008,0.792069633,0.632253385,0.7271,NULL
179566,250300,2503,Missouri State University-Springfield,Springfield,MO,65897,1,29,4,37.197983,-93.276821,0.8503,1090,16177,0.8114,0.0446,0.0338,0.0134,0.0056,0.0015,0.0469,40300,44700,0.743,14866,36800,36900,11872,12511,14896,16406,17241,19251,7008,13668,0.329,0.4974,0.540446091,0.5684,0.3235,0.4318,0.3611,0.4118,22313,9500,14100,14667,14978,15811,12500,3085,2419,2760,4965,6689,0.847988078,0.589622002,0.7525,NULL
179645,471300,4713,Three Rivers Community College,Poplar Bluff,MO,63901,1,29,4,36.775114,-90.430212,NULL,NULL,3055,0.8242,0.1191,0.0196,0.0036,0.0072,0.0007,0.0003,31800,38200,0.741,8036,25400,27200,6746,7503,10227,12450,12284,12845,3348,6048,0.6041,0.4257,0.173119092,NULL,NULL,NULL,NULL,10000,7000,7802,6500,5500,7750,5500,1247,339,122,1519,1173,0.303007233,0.939094024,NULL,0.6106,
